Welcome
SampleRate (Hz): Base: A0 0 27.5Hz, to A0, 4096Hz 0x1000
Base: F5 56 698.456Hz, to B3, 1448.16Hz 0x5a8
Base: F5 56 698.456Hz, to C4, 1534.27Hz 0x5fe
Base: F5 56 698.456Hz, to C♯4, 1625.5Hz 0x65a
Base: F5 56 698.456Hz, to D4, 1722.16Hz 0x6ba
Base: F5 56 698.456Hz, to D♯4, 1824.56Hz 0x721
Base: F5 56 698.456Hz, to E4, 1933.06Hz 0x78d
Base: F5 56 698.456Hz, to F4, 2048Hz 0x800
Base: F5 56 698.456Hz, to F♯4, 2169.78Hz 0x87a
Base: F5 56 698.456Hz, to G4, 2298.8Hz 0x8fb
Base: F5 56 698.456Hz, to G♯4, 2435.5Hz 0x983
Base: F5 56 698.456Hz, to A4, 2580.32Hz 0xa14
Base: F5 56 698.456Hz, to A♯4, 2733.76Hz 0xaae
Base: F5 56 698.456Hz, to B4, 2896.31Hz 0xb50
Base: F5 56 698.456Hz, to C5, 3068.53Hz 0xbfd
Base: F5 56 698.456Hz, to C♯5, 3251Hz 0xcb3
Base: F5 56 698.456Hz, to D5, 3444.32Hz 0xd74
Base: F5 56 698.456Hz, to D♯5, 3649.12Hz 0xe41
Base: F5 56 698.456Hz, to E5, 3866.11Hz 0xf1a
Base: F5 56 698.456Hz, to F5, 4096Hz 0x1000
Base: F5 56 698.456Hz, to F♯5, 4339.56Hz 0x10f4
Base: F5 56 698.456Hz, to G5, 4597.61Hz 0x11f6
Base: F5 56 698.456Hz, to G♯5, 4870.99Hz 0x1307
Base: F5 56 698.456Hz, to A5, 5160.64Hz 0x1429
Base: F5 56 698.456Hz, to A♯5, 5467.51Hz 0x155c
Base: F5 56 698.456Hz, to B5, 5792.62Hz 0x16a1
Base: F5 56 698.456Hz, to C6, 6137.06Hz 0x17f9
Base: F5 56 698.456Hz, to C♯6, 6502Hz 0x1966
Base: F5 56 698.456Hz, to D6, 6888.63Hz 0x1ae9
Base: F5 56 698.456Hz, to D♯6, 7298.26Hz 0x1c82
Base: F5 56 698.456Hz, to E6, 7732.22Hz 0x1e34
Base: F5 56 698.456Hz, to F6, 8191.99Hz 0x2000
Base: F5 56 698.456Hz, to F♯6, 8679.14Hz 0x21e7
Base: F5 56 698.456Hz, to G6, 9195.21Hz 0x23eb
Base: F5 56 698.456Hz, to G♯6, 9742Hz 0x260e
Base: F5 56 698.456Hz, to A6, 10321.3Hz 0x2851
Base: F5 56 698.456Hz, to A♯6, 10935Hz 0x2ab7
Base: F5 56 698.456Hz, to B6, 11585.2Hz 0x2d41
Base: F5 56 698.456Hz, to C7, 12274.1Hz 0x2ff2
Base: F5 56 698.456Hz, to C♯7, 13004Hz 0x32cc
Base: F5 56 698.456Hz, to D7, 13777.3Hz 0x35d1
Base: F5 56 698.456Hz, to D♯7, 14596.5Hz 0x3905
Base: F5 56 698.456Hz, to E7, 15464.4Hz 0x3c68
Base: F5 56 698.456Hz, to F7, 16384Hz 0x3fff
Base: F♯5 57 739.989Hz, to A0, 152.218Hz 0x98
Base: F♯5 57 739.989Hz, to A♯0, 161.27Hz 0xa1
Base: F♯5 57 739.989Hz, to B0, 170.859Hz 0xab
Base: F♯5 57 739.989Hz, to C1, 181.019Hz 0xb5
Base: F♯5 57 739.989Hz, to C♯1, 191.783Hz 0xc0
Base: F♯5 57 739.989Hz, to D1, 203.187Hz 0xcb
Base: F♯5 57 739.989Hz, to D♯1, 215.27Hz 0xd7
Base: F♯5 57 739.989Hz, to E1, 228.07Hz 0xe4
Base: F♯5 57 739.989Hz, to F1, 241.632Hz 0xf2
Base: F♯5 57 739.989Hz, to F♯1, 256Hz 0x100
Base: F♯5 57 739.989Hz, to G1, 271.222Hz 0x10f
Base: F♯5 57 739.989Hz, to G♯1, 287.35Hz 0x11f
Base: F♯5 57 739.989Hz, to A1, 304.437Hz 0x130
Base: F♯5 57 739.989Hz, to A♯1, 322.54Hz 0x143
Base: F♯5 57 739.989Hz, to B1, 341.719Hz 0x156
Base: F♯5 57 739.989Hz, to C2, 362.039Hz 0x16a
Base: F♯5 57 739.989Hz, to C♯2, 383.567Hz 0x180
Base: F♯5 57 739.989Hz, to D2, 406.375Hz 0x196
Base: F♯5 57 739.989Hz, to D♯2, 430.539Hz 0x1af
Base: F♯5 57 739.989Hz, to E2, 456.14Hz 0x1c8
Base: F♯5 57 739.989Hz, to F2, 483.264Hz 0x1e3
Base: F♯5 57 739.989Hz, to F♯2, 512Hz 0x200
Base: F♯5 57 739.989Hz, to G2, 542.445Hz 0x21e
Base: F♯5 57 739.989Hz, to G♯2, 574.699Hz 0x23f
Base: F♯5 57 739.989Hz, to A2, 608.874Hz 0x261
Base: F♯5 57 739.989Hz, to A♯2, 645.08Hz 0x285
Base: F♯5 57 739.989Hz, to B2, 683.439Hz 0x2ab
Base: F♯5 57 739.989Hz, to C3, 724.078Hz 0x2d4
Base: F♯5 57 739.989Hz, to C♯3, 767.131Hz 0x2ff
Base: F♯5 57 739.989Hz, to D3, 812.747Hz 0x32d
Base: F♯5 57 739.989Hz, to D♯3, 861.075Hz 0x35d
Base: F♯5 57 739.989Hz, to E3, 912.281Hz 0x390
Base: F♯5 57 739.989Hz, to F3, 966.526Hz 0x3c7
Base: F♯5 57 739.989Hz, to F♯3, 1024Hz 0x400
Base: F♯5 57 739.989Hz, to G3, 1084.89Hz 0x43d
Base: F♯5 57 739.989Hz, to G♯3, 1149.4Hz 0x47d
Base: F♯5 57 739.989Hz, to A3, 1217.75Hz 0x4c2
Base: F♯5 57 739.989Hz, to A♯3, 1290.16Hz 0x50a
Base: F♯5 57 739.989Hz, to B3, 1366.88Hz 0x557
Base: F♯5 57 739.989Hz, to C4, 1448.16Hz 0x5a8
Base: F♯5 57 739.989Hz, to C♯4, 1534.27Hz 0x5fe
Base: F♯5 57 739.989Hz, to D4, 1625.5Hz 0x659
Base: F♯5 57 739.989Hz, to D♯4, 1722.16Hz 0x6ba
Base: F♯5 57 739.989Hz, to E4, 1824.56Hz 0x721
Base: F♯5 57 739.989Hz, to F4, 1933.05Hz 0x78d
Base: F♯5 57 739.989Hz, to F♯4, 2048Hz 0x800
Base: F♯5 57 739.989Hz, to G4, 2169.78Hz 0x87a
Base: F♯5 57 739.989Hz, to G♯4, 2298.8Hz 0x8fb
Base: F♯5 57 739.989Hz, to A4, 2435.5Hz 0x983
Base: F♯5 57 739.989Hz, to A♯4, 2580.32Hz 0xa14
Base: F♯5 57 739.989Hz, to B4, 2733.75Hz 0xaae
Base: F♯5 57 739.989Hz, to C5, 2896.31Hz 0xb50
Base: F♯5 57 739.989Hz, to C♯5, 3068.53Hz 0xbfd
Base: F♯5 57 739.989Hz, to D5, 3251Hz 0xcb3
Base: F♯5 57 739.989Hz, to D♯5, 3444.31Hz 0xd74
Base: F♯5 57 739.989Hz, to E5, 3649.12Hz 0xe41
Base: F♯5 57 739.989Hz, to F5, 3866.11Hz 0xf1a
Base: F♯5 57 739.989Hz, to F♯5, 4096Hz 0x1000
Base: F♯5 57 739.989Hz, to G5, 4339.56Hz 0x10f4
Base: F♯5 57 739.989Hz, to G♯5, 4597.6Hz 0x11f6
Base: F♯5 57 739.989Hz, to A5, 4870.99Hz 0x1307
Base: F♯5 57 739.989Hz, to A♯5, 5160.64Hz 0x1429
Base: F♯5 57 739.989Hz, to B5, 5467.51Hz 0x155c
Base: F♯5 57 739.989Hz, to C6, 5792.6Hz 0x16a1
Base: F♯5 57 739.989Hz, to C♯6, 6137.06Hz 0x17f9
Base: F♯5 57 739.989Hz, to D6, 6502Hz 0x1966
Base: F♯5 57 739.989Hz, to D♯6, 6888.63Hz 0x1ae9
Base: F♯5 57 739.989Hz, to E6, 7298.24Hz 0x1c82
Base: F♯5 57 739.989Hz, to F6, 7732.2Hz 0x1e34
Base: F♯5 57 739.989Hz, to F♯6, 8192.01Hz 0x2000
Base: F♯5 57 739.989Hz, to G6, 8679.11Hz 0x21e7
Base: F♯5 57 739.989Hz, to G♯6, 9195.21Hz 0x23eb
Base: F♯5 57 739.989Hz, to A6, 9741.98Hz 0x260e
Base: F♯5 57 739.989Hz, to A♯6, 10321.3Hz 0x2851
Base: F♯5 57 739.989Hz, to B6, 10935Hz 0x2ab7
Base: F♯5 57 739.989Hz, to C7, 11585.2Hz 0x2d41
Base: F♯5 57 739.989Hz, to C♯7, 12274.1Hz 0x2ff2
Base: F♯5 57 739.989Hz, to D7, 13004Hz 0x32cc
Base: F♯5 57 739.989Hz, to D♯7, 13777.3Hz 0x35d1
Base: F♯5 57 739.989Hz, to E7, 14596.5Hz 0x3904
Base: F♯5 57 739.989Hz, to F7, 15464.5Hz 0x3c68
Base: F♯5 57 739.989Hz, to F♯7, 16384Hz 0x3fff
Base: G5 58 783.991Hz, to A0, 143.675Hz 0x90
Base: G5 58 783.991Hz, to A♯0, 152.218Hz 0x98
Base: G5 58 783.991Hz, to B0, 161.27Hz 0xa1
Base: G5 58 783.991Hz, to C1, 170.859Hz 0xab
Base: G5 58 783.991Hz, to C♯1, 181.019Hz 0xb5
Base: G5 58 783.991Hz, to D1, 191.783Hz 0xc0
Base: G5 58 783.991Hz, to D♯1, 203.187Hz 0xcb
Base: G5 58 783.991Hz, to E1, 215.269Hz 0xd7
Base: G5 58 783.991Hz, to F1, 228.07Hz 0xe4
Base: G5 58 783.991Hz, to F♯1, 241.632Hz 0xf2
Base: G5 58 783.991Hz, to G1, 256Hz 0x100
Base: G5 58 783.991Hz, to G♯1, 271.223Hz 0x10f
Base: G5 58 783.991Hz, to A1, 287.35Hz 0x11f
Base: G5 58 783.991Hz, to A♯1, 304.437Hz 0x130
Base: G5 58 783.991Hz, to B1, 322.54Hz 0x143
Base: G5 58 783.991Hz, to C2, 341.719Hz 0x156
Base: G5 58 783.991Hz, to C♯2, 362.039Hz 0x16a
Base: G5 58 783.991Hz, to D2, 383.567Hz 0x180
Base: G5 58 783.991Hz, to D♯2, 406.374Hz 0x196
Base: G5 58 783.991Hz, to E2, 430.539Hz 0x1af
Base: G5 58 783.991Hz, to F2, 456.14Hz 0x1c8
Base: G5 58 783.991Hz, to F♯2, 483.263Hz 0x1e3
Base: G5 58 783.991Hz, to G2, 512Hz 0x200
Base: G5 58 783.991Hz, to G♯2, 542.444Hz 0x21e
Base: G5 58 783.991Hz, to A2, 574.7Hz 0x23f
Base: G5 58 783.991Hz, to A♯2, 608.874Hz 0x261
Base: G5 58 783.991Hz, to B2, 645.08Hz 0x285
Base: G5 58 783.991Hz, to C3, 683.439Hz 0x2ab
Base: G5 58 783.991Hz, to C♯3, 724.076Hz 0x2d4
Base: G5 58 783.991Hz, to D3, 767.131Hz 0x2ff
Base: G5 58 783.991Hz, to D♯3, 812.747Hz 0x32d
Base: G5 58 783.991Hz, to E3, 861.079Hz 0x35d
Base: G5 58 783.991Hz, to F3, 912.279Hz 0x390
Base: G5 58 783.991Hz, to F♯3, 966.526Hz 0x3c7
Base: G5 58 783.991Hz, to G3, 1024Hz 0x400
Base: G5 58 783.991Hz, to G♯3, 1084.89Hz 0x43d
Base: G5 58 783.991Hz, to A3, 1149.4Hz 0x47d
Base: G5 58 783.991Hz, to A♯3, 1217.75Hz 0x4c2
Base: G5 58 783.991Hz, to B3, 1290.16Hz 0x50a
Base: G5 58 783.991Hz, to C4, 1366.88Hz 0x557
Base: G5 58 783.991Hz, to C♯4, 1448.16Hz 0x5a8
Base: G5 58 783.991Hz, to D4, 1534.27Hz 0x5fe
Base: G5 58 783.991Hz, to D♯4, 1625.5Hz 0x659
Base: G5 58 783.991Hz, to E4, 1722.16Hz 0x6ba
Base: G5 58 783.991Hz, to F4, 1824.56Hz 0x721
Base: G5 58 783.991Hz, to F♯4, 1933.05Hz 0x78d
Base: G5 58 783.991Hz, to G4, 2048Hz 0x800
Base: G5 58 783.991Hz, to G♯4, 2169.78Hz 0x87a
Base: G5 58 783.991Hz, to A4, 2298.8Hz 0x8fb
Base: G5 58 783.991Hz, to A♯4, 2435.5Hz 0x983
Base: G5 58 783.991Hz, to B4, 2580.32Hz 0xa14
Base: G5 58 783.991Hz, to C5, 2733.75Hz 0xaae
Base: G5 58 783.991Hz, to C♯5, 2896.31Hz 0xb50
Base: G5 58 783.991Hz, to D5, 3068.53Hz 0xbfd
Base: G5 58 783.991Hz, to D♯5, 3251Hz 0xcb3
Base: G5 58 783.991Hz, to E5, 3444.31Hz 0xd74
Base: G5 58 783.991Hz, to F5, 3649.12Hz 0xe41
Base: G5 58 783.991Hz, to F♯5, 3866.11Hz 0xf1a
Base: G5 58 783.991Hz, to G5, 4096Hz 0x1000
Base: G5 58 783.991Hz, to G♯5, 4339.56Hz 0x10f4
Base: G5 58 783.991Hz, to A5, 4597.6Hz 0x11f6
Base: G5 58 783.991Hz, to A♯5, 4870.99Hz 0x1307
Base: G5 58 783.991Hz, to B5, 5160.64Hz 0x1429
Base: G5 58 783.991Hz, to C6, 5467.49Hz 0x155b
Base: G5 58 783.991Hz, to C♯6, 5792.61Hz 0x16a1
Base: G5 58 783.991Hz, to D6, 6137.07Hz 0x17f9
Base: G5 58 783.991Hz, to D♯6, 6502Hz 0x1966
Base: G5 58 783.991Hz, to E6, 6888.62Hz 0x1ae9
Base: G5 58 783.991Hz, to F6, 7298.23Hz 0x1c82
Base: G5 58 783.991Hz, to F♯6, 7732.23Hz 0x1e34
Base: G5 58 783.991Hz, to G6, 8191.99Hz 0x2000
Base: G5 58 783.991Hz, to G♯6, 8679.13Hz 0x21e7
Base: G5 58 783.991Hz, to A6, 9195.21Hz 0x23eb
Base: G5 58 783.991Hz, to A♯6, 9742.01Hz 0x260e
Base: G5 58 783.991Hz, to B6, 10321.3Hz 0x2851
Base: G5 58 783.991Hz, to C7, 10935Hz 0x2ab7
Base: G5 58 783.991Hz, to C♯7, 11585.2Hz 0x2d41
Base: G5 58 783.991Hz, to D7, 12274.1Hz 0x2ff2
Base: G5 58 783.991Hz, to D♯7, 13004Hz 0x32cc
Base: G5 58 783.991Hz, to E7, 13777.2Hz 0x35d1
Base: G5 58 783.991Hz, to F7, 14596.5Hz 0x3905
Base: G5 58 783.991Hz, to F♯7, 15464.5Hz 0x3c68
Base: G5 58 783.991Hz, to G7, 16384Hz 0x3fff
Base: G♯5 59 830.609Hz, to A0, 135.611Hz 0x88
Base: G♯5 59 830.609Hz, to A♯0, 143.675Hz 0x90
Base: G♯5 59 830.609Hz, to B0, 152.219Hz 0x98
Base: G♯5 59 830.609Hz, to C1, 161.27Hz 0xa1
Base: G♯5 59 830.609Hz, to C♯1, 170.859Hz 0xab
Base: G♯5 59 830.609Hz, to D1, 181.019Hz 0xb5
Base: G♯5 59 830.609Hz, to D♯1, 191.784Hz 0xc0
Base: G♯5 59 830.609Hz, to E1, 203.187Hz 0xcb
Base: G♯5 59 830.609Hz, to F1, 215.269Hz 0xd7
Base: G♯5 59 830.609Hz, to F♯1, 228.07Hz 0xe4
Base: G♯5 59 830.609Hz, to G1, 241.632Hz 0xf2
Base: G♯5 59 830.609Hz, to G♯1, 256Hz 0x100
Base: G♯5 59 830.609Hz, to A1, 271.223Hz 0x10f
Base: G♯5 59 830.609Hz, to A♯1, 287.351Hz 0x11f
Base: G♯5 59 830.609Hz, to B1, 304.437Hz 0x130
Base: G♯5 59 830.609Hz, to C2, 322.54Hz 0x143
Base: G♯5 59 830.609Hz, to C♯2, 341.719Hz 0x156
Base: G♯5 59 830.609Hz, to D2, 362.039Hz 0x16a
Base: G♯5 59 830.609Hz, to D♯2, 383.567Hz 0x180
Base: G♯5 59 830.609Hz, to E2, 406.375Hz 0x196
Base: G♯5 59 830.609Hz, to F2, 430.539Hz 0x1af
Base: G♯5 59 830.609Hz, to F♯2, 456.14Hz 0x1c8
Base: G♯5 59 830.609Hz, to G2, 483.264Hz 0x1e3
Base: G♯5 59 830.609Hz, to G♯2, 511.999Hz 0x200
Base: G♯5 59 830.609Hz, to A2, 542.445Hz 0x21e
Base: G♯5 59 830.609Hz, to A♯2, 574.701Hz 0x23f
Base: G♯5 59 830.609Hz, to B2, 608.875Hz 0x261
Base: G♯5 59 830.609Hz, to C3, 645.081Hz 0x285
Base: G♯5 59 830.609Hz, to C♯3, 683.437Hz 0x2ab
Base: G♯5 59 830.609Hz, to D3, 724.076Hz 0x2d4
Base: G♯5 59 830.609Hz, to D♯3, 767.131Hz 0x2ff
Base: G♯5 59 830.609Hz, to E3, 812.751Hz 0x32d
Base: G♯5 59 830.609Hz, to F3, 861.078Hz 0x35d
Base: G♯5 59 830.609Hz, to F♯3, 912.28Hz 0x390
Base: G♯5 59 830.609Hz, to G3, 966.529Hz 0x3c7
Base: G♯5 59 830.609Hz, to G♯3, 1024Hz 0x400
Base: G♯5 59 830.609Hz, to A3, 1084.89Hz 0x43d
Base: G♯5 59 830.609Hz, to A♯3, 1149.4Hz 0x47d
Base: G♯5 59 830.609Hz, to B3, 1217.75Hz 0x4c2
Base: G♯5 59 830.609Hz, to C4, 1290.16Hz 0x50a
Base: G♯5 59 830.609Hz, to C♯4, 1366.88Hz 0x557
Base: G♯5 59 830.609Hz, to D4, 1448.16Hz 0x5a8
Base: G♯5 59 830.609Hz, to D♯4, 1534.27Hz 0x5fe
Base: G♯5 59 830.609Hz, to E4, 1625.5Hz 0x65a
Base: G♯5 59 830.609Hz, to F4, 1722.16Hz 0x6ba
Base: G♯5 59 830.609Hz, to F♯4, 1824.56Hz 0x721
Base: G♯5 59 830.609Hz, to G4, 1933.05Hz 0x78d
Base: G♯5 59 830.609Hz, to G♯4, 2048Hz 0x800
Base: G♯5 59 830.609Hz, to A4, 2169.78Hz 0x87a
Base: G♯5 59 830.609Hz, to A♯4, 2298.8Hz 0x8fb
Base: G♯5 59 830.609Hz, to B4, 2435.5Hz 0x983
Base: G♯5 59 830.609Hz, to C5, 2580.32Hz 0xa14
Base: G♯5 59 830.609Hz, to C♯5, 2733.75Hz 0xaae
Base: G♯5 59 830.609Hz, to D5, 2896.31Hz 0xb50
Base: G♯5 59 830.609Hz, to D♯5, 3068.53Hz 0xbfd
Base: G♯5 59 830.609Hz, to E5, 3251Hz 0xcb3
Base: G♯5 59 830.609Hz, to F5, 3444.31Hz 0xd74
Base: G♯5 59 830.609Hz, to F♯5, 3649.12Hz 0xe41
Base: G♯5 59 830.609Hz, to G5, 3866.11Hz 0xf1a
Base: G♯5 59 830.609Hz, to G♯5, 4096Hz 0x1000
Base: G♯5 59 830.609Hz, to A5, 4339.56Hz 0x10f4
Base: G♯5 59 830.609Hz, to A♯5, 4597.61Hz 0x11f6
Base: G♯5 59 830.609Hz, to B5, 4871Hz 0x1307
Base: G♯5 59 830.609Hz, to C6, 5160.63Hz 0x1429
Base: G♯5 59 830.609Hz, to C♯6, 5467.5Hz 0x155c
Base: G♯5 59 830.609Hz, to D6, 5792.63Hz 0x16a1
Base: G♯5 59 830.609Hz, to D♯6, 6137.08Hz 0x17f9
Base: G♯5 59 830.609Hz, to E6, 6502Hz 0x1966
Base: G♯5 59 830.609Hz, to F6, 6888.61Hz 0x1ae9
Base: G♯5 59 830.609Hz, to F♯6, 7298.26Hz 0x1c82
Base: G♯5 59 830.609Hz, to G6, 7732.21Hz 0x1e34
Base: G♯5 59 830.609Hz, to G♯6, 8192.01Hz 0x2000
Base: G♯5 59 830.609Hz, to A6, 8679.13Hz 0x21e7
Base: G♯5 59 830.609Hz, to A♯6, 9195.24Hz 0x23eb
Base: G♯5 59 830.609Hz, to B6, 9741.97Hz 0x260e
Base: G♯5 59 830.609Hz, to C7, 10321.3Hz 0x2851
Base: G♯5 59 830.609Hz, to C♯7, 10935Hz 0x2ab7
Base: G♯5 59 830.609Hz, to D7, 11585.3Hz 0x2d41
Base: G♯5 59 830.609Hz, to D♯7, 12274.2Hz 0x2ff2
Base: G♯5 59 830.609Hz, to E7, 13004Hz 0x32cc
Base: G♯5 59 830.609Hz, to F7, 13777.3Hz 0x35d1
Base: G♯5 59 830.609Hz, to F♯7, 14596.5Hz 0x3905
Base: G♯5 59 830.609Hz, to G7, 15464.4Hz 0x3c68
Base: G♯5 59 830.609Hz, to G♯7, 16384Hz 0x3fff
Base: A5 60 880Hz, to A0, 128Hz 0x80
Base: A5 60 880Hz, to A♯0, 135.611Hz 0x88
Base: A5 60 880Hz, to B0, 143.675Hz 0x90
Base: A5 60 880Hz, to C1, 152.219Hz 0x98
Base: A5 60 880Hz, to C♯1, 161.27Hz 0xa1
Base: A5 60 880Hz, to D1, 170.86Hz 0xab
Base: A5 60 880Hz, to D♯1, 181.019Hz 0xb5
Base: A5 60 880Hz, to E1, 191.783Hz 0xc0
Base: A5 60 880Hz, to F1, 203.187Hz 0xcb
Base: A5 60 880Hz, to F♯1, 215.269Hz 0xd7
Base: A5 60 880Hz, to G1, 228.07Hz 0xe4
Base: A5 60 880Hz, to G♯1, 241.632Hz 0xf2
Base: A5 60 880Hz, to A1, 256Hz 0x100
Base: A5 60 880Hz, to A♯1, 271.223Hz 0x10f
Base: A5 60 880Hz, to B1, 287.35Hz 0x11f
Base: A5 60 880Hz, to C2, 304.437Hz 0x130
Base: A5 60 880Hz, to C♯2, 322.54Hz 0x143
Base: A5 60 880Hz, to D2, 341.719Hz 0x156
Base: A5 60 880Hz, to D♯2, 362.038Hz 0x16a
Base: A5 60 880Hz, to E2, 383.567Hz 0x180
Base: A5 60 880Hz, to F2, 406.375Hz 0x196
Base: A5 60 880Hz, to F♯2, 430.539Hz 0x1af
Base: A5 60 880Hz, to G2, 456.14Hz 0x1c8
Base: A5 60 880Hz, to G♯2, 483.263Hz 0x1e3
Base: A5 60 880Hz, to A2, 512Hz 0x200
Base: A5 60 880Hz, to A♯2, 542.445Hz 0x21e
Base: A5 60 880Hz, to B2, 574.701Hz 0x23f
Base: A5 60 880Hz, to C3, 608.875Hz 0x261
Base: A5 60 880Hz, to C♯3, 645.078Hz 0x285
Base: A5 60 880Hz, to D3, 683.436Hz 0x2ab
Base: A5 60 880Hz, to D♯3, 724.075Hz 0x2d4
Base: A5 60 880Hz, to E3, 767.134Hz 0x2ff
Base: A5 60 880Hz, to F3, 812.749Hz 0x32d
Base: A5 60 880Hz, to F♯3, 861.077Hz 0x35d
Base: A5 60 880Hz, to G3, 912.282Hz 0x390
Base: A5 60 880Hz, to G♯3, 966.526Hz 0x3c7
Base: A5 60 880Hz, to A3, 1024Hz 0x400
Base: A5 60 880Hz, to A♯3, 1084.89Hz 0x43d
Base: A5 60 880Hz, to B3, 1149.4Hz 0x47d
Base: A5 60 880Hz, to C4, 1217.75Hz 0x4c2
Base: A5 60 880Hz, to C♯4, 1290.16Hz 0x50a
Base: A5 60 880Hz, to D4, 1366.88Hz 0x557
Base: A5 60 880Hz, to D♯4, 1448.15Hz 0x5a8
Base: A5 60 880Hz, to E4, 1534.27Hz 0x5fe
Base: A5 60 880Hz, to F4, 1625.5Hz 0x659
Base: A5 60 880Hz, to F♯4, 1722.15Hz 0x6ba
Base: A5 60 880Hz, to G4, 1824.56Hz 0x721
Base: A5 60 880Hz, to G♯4, 1933.06Hz 0x78d
Base: A5 60 880Hz, to A4, 2048Hz 0x800
Base: A5 60 880Hz, to A♯4, 2169.78Hz 0x87a
Base: A5 60 880Hz, to B4, 2298.8Hz 0x8fb
Base: A5 60 880Hz, to C5, 2435.5Hz 0x983
Base: A5 60 880Hz, to C♯5, 2580.32Hz 0xa14
Base: A5 60 880Hz, to D5, 2733.75Hz 0xaae
Base: A5 60 880Hz, to D♯5, 2896.31Hz 0xb50
Base: A5 60 880Hz, to E5, 3068.53Hz 0xbfd
Base: A5 60 880Hz, to F5, 3251Hz 0xcb3
Base: A5 60 880Hz, to F♯5, 3444.31Hz 0xd74
Base: A5 60 880Hz, to G5, 3649.12Hz 0xe41
Base: A5 60 880Hz, to G♯5, 3866.11Hz 0xf1a
Base: A5 60 880Hz, to A5, 4096Hz 0x1000
Base: A5 60 880Hz, to A♯5, 4339.56Hz 0x10f4
Base: A5 60 880Hz, to B5, 4597.61Hz 0x11f6
Base: A5 60 880Hz, to C6, 4870.98Hz 0x1307
Base: A5 60 880Hz, to C♯6, 5160.63Hz 0x1429
Base: A5 60 880Hz, to D6, 5467.51Hz 0x155c
Base: A5 60 880Hz, to D♯6, 5792.63Hz 0x16a1
Base: A5 60 880Hz, to E6, 6137.06Hz 0x17f9
Base: A5 60 880Hz, to F6, 6501.98Hz 0x1966
Base: A5 60 880Hz, to F♯6, 6888.63Hz 0x1ae9
Base: A5 60 880Hz, to G6, 7298.23Hz 0x1c82
Base: A5 60 880Hz, to G♯6, 7732.22Hz 0x1e34
Base: A5 60 880Hz, to A6, 8192Hz 0x2000
Base: A5 60 880Hz, to A♯6, 8679.14Hz 0x21e7
Base: A5 60 880Hz, to B6, 9195.19Hz 0x23eb
Base: A5 60 880Hz, to C7, 9741.96Hz 0x260e
Base: A5 60 880Hz, to C♯7, 10321.3Hz 0x2851
Base: A5 60 880Hz, to D7, 10935Hz 0x2ab7
Base: A5 60 880Hz, to D♯7, 11585.3Hz 0x2d41
Base: A5 60 880Hz, to E7, 12274.1Hz 0x2ff2
Base: A5 60 880Hz, to F7, 13004Hz 0x32cc
Base: A5 60 880Hz, to F♯7, 13777.3Hz 0x35d1
Base: A5 60 880Hz, to G7, 14596.5Hz 0x3904
Base: A5 60 880Hz, to G♯7, 15464.4Hz 0x3c68
Base: A5 60 880Hz, to A7, 16384Hz 0x3fff
Base: A♯5 61 932.328Hz, to A0, 120.816Hz 0x79
Base: A♯5 61 932.328Hz, to A♯0, 128Hz 0x80
Base: A♯5 61 932.328Hz, to B0, 135.611Hz 0x88
Base: A♯5 61 932.328Hz, to C1, 143.675Hz 0x90
Base: A♯5 61 932.328Hz, to C♯1, 152.218Hz 0x98
Base: A♯5 61 932.328Hz, to D1, 161.27Hz 0xa1
Base: A♯5 61 932.328Hz, to D♯1, 170.86Hz 0xab
Base: A♯5 61 932.328Hz, to E1, 181.019Hz 0xb5
Base: A♯5 61 932.328Hz, to F1, 191.783Hz 0xc0
Base: A♯5 61 932.328Hz, to F♯1, 203.187Hz 0xcb
Base: A♯5 61 932.328Hz, to G1, 215.269Hz 0xd7
Base: A♯5 61 932.328Hz, to G♯1, 228.07Hz 0xe4
Base: A♯5 61 932.328Hz, to A1, 241.632Hz 0xf2
Base: A♯5 61 932.328Hz, to A♯1, 256Hz 0x100
Base: A♯5 61 932.328Hz, to B1, 271.222Hz 0x10f
Base: A♯5 61 932.328Hz, to C2, 287.35Hz 0x11f
Base: A♯5 61 932.328Hz, to C♯2, 304.437Hz 0x130
Base: A♯5 61 932.328Hz, to D2, 322.54Hz 0x143
Base: A♯5 61 932.328Hz, to D♯2, 341.719Hz 0x156
Base: A♯5 61 932.328Hz, to E2, 362.039Hz 0x16a
Base: A♯5 61 932.328Hz, to F2, 383.567Hz 0x180
Base: A♯5 61 932.328Hz, to F♯2, 406.374Hz 0x196
Base: A♯5 61 932.328Hz, to G2, 430.539Hz 0x1af
Base: A♯5 61 932.328Hz, to G♯2, 456.139Hz 0x1c8
Base: A♯5 61 932.328Hz, to A2, 483.263Hz 0x1e3
Base: A♯5 61 932.328Hz, to A♯2, 512Hz 0x200
Base: A♯5 61 932.328Hz, to B2, 542.446Hz 0x21e
Base: A♯5 61 932.328Hz, to C3, 574.701Hz 0x23f
Base: A♯5 61 932.328Hz, to C♯3, 608.872Hz 0x261
Base: A♯5 61 932.328Hz, to D3, 645.078Hz 0x285
Base: A♯5 61 932.328Hz, to D♯3, 683.435Hz 0x2ab
Base: A♯5 61 932.328Hz, to E3, 724.078Hz 0x2d4
Base: A♯5 61 932.328Hz, to F3, 767.132Hz 0x2ff
Base: A♯5 61 932.328Hz, to F♯3, 812.748Hz 0x32d
